Species_No,Petal_width,Petal_length,Sepal_width,Sepal_length,Species_name
1.0,0.32886932487285236,1.4415829049543842,3.8158734804886723,5.215760489525131,Setosa
1.0,0.04752125906424659,1.2431863304651292,3.912476112969776,4.90698734669998,Setosa
1.0,0.20727471678627085,1.5976231957165463,3.584719010024773,4.9805886798853605,Setosa
1.0,0.36095716947959644,1.5089746715339545,3.9590012058848396,4.911136177882681,Setosa
1.0,0.19507804546897234,1.5060252375933159,3.569942234412525,4.830871214403739,Setosa
1.0,0.0825000437283693,1.5870232425050883,3.5407297266541486,5.166664876685,Setosa
1.0,0.10275564707803192,1.5286844126070616,4.100419734003759,4.839041492240523,Setosa
1.0,0.13040246185723509,1.2790676905960714,3.921161843202187,5.147213404267184,Setosa
1.0,0.3723390770441961,1.3325453921683246,3.2673836222974444,5.136674846752004,Setosa
1.0,0.29231566231418404,1.1801883755968199,3.28215201706248,5.2200549588934875,Setosa
1.0,0.3014025606790135,1.5774143754057341,3.7853148299044763,5.645165171426759,Setosa
1.0,0.26964083697583796,1.6629678710127598,3.2446653529483425,4.943841750528527,Setosa
1.0,0.1368384728556277,1.447077694446109,3.4333772220501957,4.938092893732582,Setosa
1.0,0.18712930202885897,1.2394448291952282,3.2422679323676697,5.540879604243886,Setosa
1.0,0.2066390334545332,1.6163785702801188,3.4255961951149936,4.332793327334566,Setosa
1.0,0.34313275624756473,1.8641077858824162,2.9582333352370034,5.75585401110606,Setosa
1.0,0.28073427771694714,1.4093489638650085,3.3889882610866247,5.010259747946888,Setosa
1.0,0.1423304439512932,1.3921389009418021,2.834425837574306,5.3342178276121395,Setosa
1.0,0.2092783890293978,1.4522854737348505,3.7762142794619784,5.0142965906426,Setosa
1.0,0.18950602189673782,1.2216598099505325,3.121494195896174,4.84614859552729,Setosa
1.0,0.11992827584408183,1.4934877785132148,3.4840212384701514,5.1430457088041965,Setosa
1.0,0.2883811349338633,1.4347140349764016,3.4190314675633586,4.709609674205289,Setosa
1.0,0.18885899719079843,1.5692800323315756,3.9530098294769394,4.423991907399709,Setosa
1.0,0.29933917393937626,1.8048911689814093,3.7876861795158385,5.20604207444456,Setosa
1.0,0.39682417486738486,1.692440738278114,3.9269622361610574,5.4570808659535786,Setosa
1.0,0.2691143521526681,1.4855013038785791,3.2639445541301635,4.690437614272301,Setosa
1.0,0.3299635567500122,1.119718815227273,3.269760017946273,4.6632346418359285,Setosa
1.0,0.18023409569098353,1.405060089442769,3.3509890298762754,5.034493955553691,Setosa
1.0,0.21336212930382406,1.4367176862997169,3.38593624771462,5.2858477237848165,Setosa
1.0,0.2161052066279879,1.806028586492006,3.8442300768603057,5.071982393806202,Setosa
1.0,0.5276477611580281,1.5627245749047631,3.4149642276542864,4.9728195887830315,Setosa
1.0,0.20695514774894758,1.3498156089899704,3.6482107304538944,4.5681202180256175,Setosa
1.0,0.34293878179275494,1.5123597291420965,3.4007118430378993,4.415662219097211,Setosa
1.0,0.14796005018716707,1.3934719898325518,3.483110446180969,4.979094284076008,Setosa
1.0,0.27771694461670365,1.5941639409400647,4.03293578027029,5.292024657136861,Setosa
1.0,0.18097830107451973,1.6410658688659763,3.5091419725659576,4.9548532613177665,Setosa
1.0,0.11875814568339532,1.3562544747083543,3.3184866464316913,5.4980641417101515,Setosa
1.0,0.26167177325912405,1.6681855656882463,3.317404080231495,5.4897535535226,Setosa
1.0,0.252436834076967,1.746068639344395,3.8295844670206494,4.951601941059318,Setosa
1.0,0.3203676547382878,1.5115483834880408,3.7499542795992564,4.864458177881876,Setosa
1.0,0.1824779255535525,1.5801103462753117,3.8443743618462367,4.93680515473464,Setosa
1.0,0.13125517209689,1.5896242999537806,3.5790367792912856,5.251368098538596,Setosa
1.0,0.3255266907249078,1.6244938632626211,3.843735045738198,5.182185299694303,Setosa
1.0,0.14729637308947874,1.5493681379487154,3.3212936436372926,4.742842269949592,Setosa
1.0,0.19541017518357162,1.4136753584223583,4.06975629891443,4.344540700986869,Setosa
1.0,0.4117568421821596,1.5286633531967901,3.635199434629704,4.7631466246299095,Setosa
1.0,0.30334291548033737,1.7237330634380568,3.4886640867418373,4.500643093407879,Setosa
1.0,0.10219596472458647,1.214733774783591,2.9089742980788933,4.8760938516887435,Setosa
1.0,0.1729955760633654,1.5842742226761888,3.5520887232978002,4.611589159336232,Setosa
1.0,0.3488202310562455,1.5508418609187131,4.001596555384139,5.4311712920166935,Setosa
1.0,0.24659428641390027,1.2168446147213692,3.6872969884883595,5.01803260254459,Setosa
1.0,0.2654032473135314,1.4067526145185067,3.5021549454412964,5.201424508980108,Setosa
1.0,0.3065867793159818,1.5509570523287386,3.4791654316583185,5.458989518288441,Setosa
1.0,0.2852303435301887,1.4550287521554701,3.1033562186210313,5.095164664644479,Setosa
1.0,0.2625287680116265,1.4882394381326896,3.708965361073229,5.3557767311241955,Setosa
1.0,0.24628285226721075,1.3695778241151781,3.136931539752837,4.900321480809912,Setosa
1.0,0.12076678450950237,1.742376397559375,3.4700623057361857,4.62922280195817,Setosa
1.0,0.06621109496810193,1.5216422410432666,4.315288085332515,4.320967681590067,Setosa
1.0,0.2960378222192747,1.2872805691167224,3.3391616924713445,4.717852278884292,Setosa
1.0,0.23560063794410177,1.3744975095815377,4.065559561240885,4.593389940923051,Setosa
1.0,0.2743071331662409,1.6393860036191097,3.7328809608604017,4.607255676776278,Setosa
1.0,0.46038875333555085,1.5358360259828232,3.0792662493673832,4.951974623703472,Setosa
1.0,0.3612874077692057,1.8898193745468181,3.4256016776796065,4.916104571531363,Setosa
1.0,0.17752310978697405,1.3501712384186604,3.663140333015212,4.903836147452567,Setosa
1.0,0.07367897076121901,1.2777344490911136,2.6705027015877585,4.915432986667413,Setosa
1.0,0.3313721063008033,1.3868777995166923,2.5250187545536305,5.121117264794788,Setosa
1.0,0.3044886672586953,1.3175290130635016,3.4752032617757993,5.132010511443289,Setosa
1.0,0.07857050908720936,1.7071511384504698,3.8620874797395306,5.449992982196395,Setosa
1.0,0.47612453397389054,1.5677332925662368,3.4085822206983285,5.665836126145248,Setosa
1.0,0.3321104136124399,1.4607545646496385,3.2973974104132284,4.780416344709785,Setosa
1.0,0.37387882863765104,1.389952979072213,3.1707203886264517,4.752564735171048,Setosa
1.0,0.39092182647188245,1.5942789791149712,3.7883835475511027,4.65963692187675,Setosa
1.0,0.23722165918199487,1.581289863080264,2.4798479275283167,4.572473063581123,Setosa
1.0,0.39518218864490084,1.4466319802116638,3.470337272745166,5.048827061058318,Setosa
1.0,0.31962809712204865,1.4173533619045253,3.175357578680111,5.343683929385447,Setosa
1.0,0.3858536639746055,1.132369280486512,3.1195261071941944,5.272538219385179,Setosa
1.0,0.24517240699991655,1.5190393743070891,3.5786268987410033,4.623344985687362,Setosa
1.0,0.14742029424015085,1.460642708356591,3.7750280960044575,4.625490995013768,Setosa
1.0,0.18163379293987747,1.5081707137292213,3.709419484996546,4.980864747687269,Setosa
1.0,0.49720371679887687,1.5306227212401218,3.87685738504991,4.6610257310662275,Setosa
1.0,0.264821027312973,1.5211455889504906,3.6150990663125118,4.4438484831955165,Setosa
1.0,0.1494313339778368,1.5572472062045506,3.219095438130342,5.081950749672095,Setosa
1.0,0.1389162401650319,1.3106316686816104,2.786860069033038,4.359608327501941,Setosa
1.0,0.24951466933273436,1.4492724166265556,3.377859754296196,4.829374520650943,Setosa
1.0,0.12211951736801918,1.3583831791793313,3.5047730601027944,5.278096187321887,Setosa
1.0,0.46297093225099184,1.5400798495407273,3.471814757751615,5.065691517642537,Setosa
1.0,0.5027639608168588,1.304985089150193,3.5745869165104125,5.063793766324578,Setosa
1.0,0.021657821004014505,1.5551972633411744,3.832670080725479,4.912514494611105,Setosa
1.0,0.32613841841845365,1.51788928671281,3.720669879691545,4.914444077265157,Setosa
1.0,0.4133397816097822,1.1319566146888624,2.457026676952733,5.011686530817968,Setosa
1.0,0.3447929340354957,1.3735893972509532,3.5698551313174005,4.8177540555274305,Setosa
1.0,0.11906271714118755,1.2303844007996738,3.4829763269665883,5.179713155505315,Setosa
1.0,0.18615322130665662,1.3429821697000512,3.4795649677857448,4.804753541021767,Setosa
1.0,0.17511077586211568,1.376507802485246,2.748894701822521,5.474369515412652,Setosa
1.0,0.11798687507877373,1.3599991890277687,3.2915878056681485,5.471404360836289,Setosa
1.0,0.34111977609827665,1.546133328146353,3.41298265215194,5.344100352561037,Setosa
1.0,0.1914663101804194,1.4945243924754061,3.4183631500936325,4.794409046593565,Setosa
1.0,0.04022983890068302,1.102387468553132,3.1979839196284114,4.5346149098546285,Setosa
1.0,0.23215614891418998,1.4844567054389652,3.639701589696886,4.790888026285638,Setosa
1.0,0.18014683481228472,1.3580479861475059,3.0796697075011625,4.829806964533168,Setosa
1.0,0.1971602772207301,1.3330665911091244,3.3141447839303173,4.638601367533421,Setosa
1.0,0.32701811272943654,1.7564185297608232,3.785883179611168,4.667053494931666,Setosa
1.0,-0.0059658160563867135,1.459345311678841,2.915771570097981,5.199000545222371,Setosa
1.0,0.12921898546242666,1.5954606527197897,3.0932331854606154,4.1618985004315565,Setosa
1.0,0.232831494110725,1.7730848254895906,2.9373286136267964,5.16101596827728,Setosa
1.0,0.33496140931028656,1.410657498481338,3.855171291627276,5.284349109965074,Setosa
1.0,0.3059720781047308,1.513678314558726,3.3323983287784373,4.882529697380781,Setosa
1.0,0.35264303410025316,1.7354777439911793,4.880625945660049,4.980108195358102,Setosa
1.0,0.28575840023302645,1.5735596046580558,2.96490673400406,4.89666890261664,Setosa
1.0,0.5292559804138338,1.2609688321461334,2.8736318661707636,5.546829993579125,Setosa
1.0,0.20407590238727455,1.4286992845466457,3.000636486838414,4.819689475065635,Setosa
1.0,0.30164503641412405,1.5532192367347843,3.600058093613764,4.56707819830074,Setosa
1.0,0.18814664900395942,1.4635468470870714,2.901376117087131,4.9603715544341,Setosa
1.0,0.24222453979110906,1.5469695234412781,2.804656951005925,4.872939526341294,Setosa
1.0,0.12898081283459206,1.565444860748421,2.859922243961117,5.944177611511268,Setosa
1.0,0.181280240274019,1.4209059806351338,4.240292149393812,4.949165904839505,Setosa
1.0,0.23259748550230053,1.1514845184588864,2.4072581671704034,5.016139506292833,Setosa
1.0,0.2759757173345426,1.20110199780293,4.034011559497558,4.617759928921431,Setosa
1.0,0.16646199720853533,1.371972224615801,3.657397381483774,5.292639636729919,Setosa
1.0,0.29126362146149487,1.4517792047699265,3.3796661591141275,5.362158237321101,Setosa
1.0,0.24576966248280285,1.418192130696359,3.301718842715921,4.73083122582227,Setosa
1.0,0.008179272454823389,1.5546142449851748,3.632357393444275,4.504131382321261,Setosa
1.0,0.21784773477439154,1.5755550037307122,3.9884482768818152,4.951153559186279,Setosa
1.0,0.28715717385594003,1.4637527044551648,3.314972671555576,4.784834303322098,Setosa
1.0,0.1970077333806941,1.8261577224227459,3.2148563822226186,5.4387776896296876,Setosa
1.0,0.1945513983204795,1.4337246365757952,3.1676153949259973,5.418846623660166,Setosa
1.0,0.43362424699384977,1.3872111528309323,3.359345369146704,4.865838837909825,Setosa
1.0,0.3738875175502499,1.626665187094496,2.937657871189469,5.248365292757942,Setosa
1.0,0.12786343427429375,1.2298015106854985,3.1887976318150564,4.99765318496843,Setosa
1.0,0.19319169261090324,1.7188219819327,3.167833610510621,4.220605946639162,Setosa
1.0,0.35048179899038984,1.3556301578844085,2.9178262230654997,5.542626290643302,Setosa
1.0,0.4485860101196212,1.3471888057894312,3.0181551305756393,5.3069637122944915,Setosa
1.0,0.15841364731276425,1.1172575855309619,2.9492560488471713,5.397782492897938,Setosa
1.0,0.18073321543064264,1.5716074226076544,3.0007248909253406,5.080571569619906,Setosa
1.0,0.33205030093188126,1.6406229777485504,3.7599168489417343,5.282283827399248,Setosa
1.0,0.2675780643979348,1.6952293019378568,3.380018425820271,4.850721149832752,Setosa
1.0,0.32017084433593157,1.6630556890924975,3.586968592128766,4.683038706203673,Setosa
1.0,0.2027961401825076,1.2740848749786042,3.275846999615374,5.4904599460707475,Setosa
1.0,0.32530142232245557,1.4839433742040187,3.927878175919761,5.274868735306964,Setosa
1.0,0.2409437427301964,1.3916954391502177,3.7217873957147685,5.2712250738704425,Setosa
1.0,0.2702277421303774,1.3559079015055688,3.64357592494912,4.983978420376437,Setosa
1.0,0.2900155142712893,1.3292667775203,3.4066298024468873,5.375914444063394,Setosa
1.0,0.30570182761803094,1.4730331660804874,3.1955350645956138,5.641423148433078,Setosa
1.0,0.3162191187311881,1.8512676246165936,3.664606532182859,5.057901215601119,Setosa
1.0,0.23576369244527123,1.3580223971242027,3.9877472517562285,5.058943900715975,Setosa
1.0,0.08320655601569824,1.437539973888088,3.9003059810183247,4.767879072339217,Setosa
1.0,0.3263262180925118,1.6117971656708034,3.3984407380867325,5.14919670711168,Setosa
1.0,0.25664445124325147,1.4060644039759014,2.8824196958560138,4.778125999769631,Setosa
1.0,0.20182613514746947,1.466159656506219,3.446410703422867,5.394825805771387,Setosa
1.0,0.27189755611668254,1.530879637473228,3.8808800087933775,5.183831906243903,Setosa
1.0,0.3128906460073105,1.2672859022957697,3.6620162634816884,4.391749906427846,Setosa
1.0,0.28499616452654564,1.393346963912031,4.278814130344129,4.849838220665147,Setosa
1.0,0.23907436147823108,1.467250764548279,3.256088525409284,5.291013101343201,Setosa
1.0,0.2483666617045204,1.40862066857086,2.725487872928661,5.026741408413635,Setosa
1.0,0.3488773625589091,1.4689137315754004,3.1684645869216737,5.3049763665963034,Setosa
1.0,0.19995925137547219,1.450607255882275,3.0305935374437567,5.803536543682021,Setosa
1.0,0.17315990149945132,1.4979225830976528,3.500998205319232,5.663406252442563,Setosa
1.0,0.22320967498093955,1.3484160120463167,3.60765240970288,5.4652125065537485,Setosa
1.0,0.03590431543835659,1.4336959263610498,3.410494835564724,4.25592240405768,Setosa
1.0,0.5073810273480851,1.299444067253078,3.29402756650668,4.999250281054698,Setosa
1.0,0.17375276400799228,1.5179565465127425,3.690778065654114,4.837826080162383,Setosa
1.0,0.23859998295048135,1.6962295830077139,3.75029074911399,5.421047212465279,Setosa
1.0,0.2708932862095321,1.40817033062192,3.2282910324901937,4.588403305884122,Setosa
1.0,0.0663275705345891,1.4615510241842018,3.2391653632878232,4.528605399877531,Setosa
1.0,0.18468356571469324,1.0891892681603053,3.372185151501315,5.159424176070395,Setosa
1.0,0.03395558034710053,1.323880843758567,4.444075579756159,5.001765038383053,Setosa
1.0,0.2201686357887547,1.3551102425371782,3.3257525896747753,5.482729360550111,Setosa
1.0,0.24656300093390673,1.6894231111599318,3.0230791306171962,5.659756727536687,Setosa
1.0,0.41771467724351397,1.1941545638708033,3.197565621876508,5.17734043936355,Setosa
1.0,0.12174791338194492,1.9606138641858857,3.7580250846211127,5.289286964846208,Setosa
1.0,0.32786883996423505,1.4859035175557018,3.787587085695157,5.505727444847922,Setosa
1.0,0.292906827337331,1.5419257969094822,3.8099469045032985,5.009845912542256,Setosa
1.0,0.3882265057517088,1.5366278341605657,3.2209029068516917,5.330990883755841,Setosa
1.0,0.2102796902751255,1.4146426117825899,3.444188183042152,5.2962574046723,Setosa
1.0,0.16191881880136558,1.3612640674448382,3.510243267397472,5.281376968899027,Setosa
1.0,0.2699638204680237,1.4649945660784969,3.273198553120094,5.110044816080108,Setosa
1.0,0.1124574035576949,1.343303436445004,3.525286175829834,4.986458104225054,Setosa
1.0,0.3454313804996466,1.2906614249445973,3.393533534928187,4.524465082700949,Setosa
1.0,0.3891967370649402,1.3810914310127418,3.5152995902711375,5.443357581377639,Setosa
1.0,0.24223464201832073,1.5255191134056076,3.422363148781792,5.147680398414896,Setosa
1.0,0.23868127467202618,1.1849707464999497,3.0417168647659873,4.319901302205354,Setosa
1.0,0.28390776947692775,1.3641206811556104,3.1084147933094544,4.973241813354896,Setosa
1.0,0.31789144258206165,1.6227291771067986,3.1641778733085664,5.392513694203618,Setosa
1.0,0.3033978129568103,1.6436254909981398,3.54122809723339,5.355650823410565,Setosa
1.0,0.10677471401842778,1.4654151486774645,3.2489089310651806,5.1617744984501615,Setosa
1.0,0.3949713908891299,1.2619535607750654,3.5594316109675534,4.948562125757832,Setosa
1.0,0.2714550914798654,1.378373218753367,2.758795177554732,5.227725798417363,Setosa
1.0,0.3466473896942731,1.34527049841308,3.184945807696605,4.575617389581141,Setosa
1.0,0.28163959600695165,1.6979328583098359,3.833107417697541,5.368354754766944,Setosa
1.0,0.1251568671390844,1.4324206808212236,2.9037937212923257,4.65285125153504,Setosa
1.0,0.4080259243252585,1.3349689362368684,3.697401885182701,4.379083209797845,Setosa
1.0,0.33408876566702017,1.572722052040357,4.090875986730958,4.868953455967379,Setosa
1.0,0.22561175293597055,1.123161983654712,3.531091187472341,4.6655956834359245,Setosa
1.0,0.285148139505172,1.2730047010352046,3.1666058906647643,4.400191129314344,Setosa
1.0,0.07230836706149288,1.5707597658185337,4.121422890719674,5.459890031713708,Setosa
1.0,-0.060421630803311116,1.2199673648981273,3.2909095503952472,4.529227260802851,Setosa
1.0,0.21568244038602719,1.4858542760011904,2.9997794488254366,5.249514561357883,Setosa
1.0,0.13550682882762413,1.7368192846070423,3.797842691571325,4.817172434926016,Setosa
1.0,0.3308600335304495,1.4888917335678518,3.5002894051350486,5.002713354723665,Setosa
1.0,0.4471718047766684,1.6730998718732497,3.170609431065196,5.267203380364452,Setosa
1.0,0.23875687161581066,0.9885477098098651,3.6446229854265173,4.055133769090066,Setosa
1.0,0.25167535010929093,1.5840848499280638,3.1483636206537025,4.546801565643664,Setosa
1.0,0.3601209627016575,1.6605581448452746,3.587103515468137,5.5696632349757715,Setosa
1.0,0.17691232829223938,1.4971052369965017,3.6460725550001603,4.817682902486736,Setosa
1.0,0.24754611294713358,1.513249834491193,3.1207152175760013,5.482389517184722,Setosa
1.0,0.22849941221454617,1.9337683552194456,3.553337429685595,5.059081250617329,Setosa
1.0,0.23349633428942468,1.3503455341824588,3.814036690067285,4.499534252080369,Setosa
1.0,0.20704347984669624,1.5964040761936462,3.8091176150839123,5.023954565368696,Setosa
1.0,0.31509312160163583,1.2962251962649214,3.531445793838881,5.313278873330502,Setosa
1.0,0.31797835197094615,1.3784309237189076,3.233561135981601,5.024735922403192,Setosa
1.0,0.18308501865761592,1.3055125884409366,3.2885561899539226,5.351096280671253,Setosa
1.0,0.24866683064769812,1.508462039788238,3.7830065354702946,4.4662499374599225,Setosa
1.0,0.23989414079033855,1.5105242848014475,3.662408559228927,5.686532339459689,Setosa
1.0,0.18995935889820822,1.6175063274410126,3.289131537609253,4.891800136909815,Setosa
1.0,0.17369378263177931,1.398038022198258,3.2133883165656476,5.024815565621341,Setosa
1.0,0.10413340645520566,1.6493683593334632,3.1173526166006966,4.865900196388653,Setosa
1.0,0.1851629532857773,1.5868957632865686,3.96760378304539,4.929757698658292,Setosa
1.0,0.15665048893280636,1.5433740138110545,3.4319224937468413,4.74960489047829,Setosa
1.0,0.35584067309169953,1.3467771939878266,2.8587495465546753,5.032021031741436,Setosa
1.0,0.3051363653026929,1.5244334326804683,3.218739786882464,5.265591234052852,Setosa
1.0,0.2796392553391627,1.46264056205196,2.99165740271057,4.8981813353428185,Setosa
1.0,0.318508700572466,1.4614725230824457,3.488911344433921,4.817019778437293,Setosa
1.0,0.17325171711600876,1.6010820554409577,3.554839223647698,5.198232487596723,Setosa
1.0,0.40208550250853103,1.309176629722084,3.991425329707704,5.143584123131781,Setosa
1.0,0.20210708266216684,1.4758530722268415,3.345433471498301,4.355848870340263,Setosa
1.0,0.2865141789404798,1.455186344065216,2.897636594795737,5.0287501621458635,Setosa
1.0,0.2505162398315975,1.234884281051738,3.113128758476099,4.609863732838313,Setosa
1.0,0.26898400561812746,1.5359832175781507,3.4799518952806148,4.603472187595652,Setosa
1.0,0.13192027934401584,1.2706915035127808,3.2182717511443855,5.233724557970802,Setosa
1.0,0.14524286189327199,1.736223568616601,4.059736032243213,4.599512576609149,Setosa
1.0,0.39619299232753147,1.5246596992933512,2.726977768318069,5.136209035299493,Setosa
1.0,0.185996268349148,1.2932820981118054,2.7238762420682616,4.9979787275830985,Setosa
1.0,0.20479561608690328,1.5588276066022189,3.62084617406785,4.9774497822540855,Setosa
1.0,0.25101633890050157,1.3719857091716505,3.5594209852469874,5.477730458261259,Setosa
1.0,0.144840587147817,1.4115485624595911,3.154559220025109,4.572725217651755,Setosa
1.0,0.2616174810964808,1.0284738339096915,3.387548321051147,4.836315182449908,Setosa
1.0,0.2924319398475629,1.275890651790675,3.3278500669817856,4.4539692408300375,Setosa
1.0,0.18295841712243682,1.485913082935325,3.3019121582958166,5.1273893772611965,Setosa
1.0,0.17722701800301144,1.3689618271840085,3.5534020972387226,5.375440270030988,Setosa
1.0,0.22164619028034477,1.4700120440305138,3.1629878844159083,4.309816754145764,Setosa
1.0,0.36233877931767067,1.1036100962964035,3.2111545373905277,4.977085759365821,Setosa
1.0,0.3258997895591381,1.551246065490171,3.8693637120661415,5.075762734643969,Setosa
1.0,0.4821964988890121,1.4784351605064616,3.347334045296688,4.865139614899989,Setosa
1.0,0.28118674381135444,1.5070959110706,3.5898717866271457,5.468116711673972,Setosa
1.0,0.28669149008810274,1.5296353747806894,3.5338444446438375,5.513752441096753,Setosa
1.0,0.31342019708320945,1.3213944217015983,3.897040082601226,4.57733242162709,Setosa
1.0,0.24649318518797783,1.4444825624744158,3.581701893818166,4.777265942418537,Setosa
1.0,0.058763800750591094,1.6688542056200806,3.8644322058560148,4.892563743295647,Setosa
1.0,0.1666648559204958,1.2591497274070562,3.242730824232578,4.375686149685302,Setosa
1.0,0.19353969536270327,1.1882172321254063,2.9355432637863257,4.705731918095862,Setosa
1.0,0.18134556563835186,1.3357403323167367,3.3905698102332176,4.611048595247167,Setosa
1.0,0.3636985560136182,1.4975270680050683,3.375181074192399,5.578482211573218,Setosa
1.0,0.30472540930862996,1.5383423158853267,3.0589828320150896,4.741494809366126,Setosa
1.0,0.2551818718994813,1.5270605611553245,3.0959640187363173,5.478645496610614,Setosa
1.0,0.2965359448695813,1.2998052005579974,3.440309432395067,5.7501233272755545,Setosa
1.0,0.45755961427275527,1.5582365874361606,3.5489369176191614,5.190440218791011,Setosa
1.0,0.21691248576877625,2.2187480444885823,3.4824483844172334,4.614205205258219,Setosa
1.0,0.38719812570994133,1.3767976507028927,3.452293958465661,4.744804347083658,Setosa
1.0,0.40715436280713657,1.2549175373439758,3.4167393093496035,4.970892616877153,Setosa
1.0,0.2953033560906816,1.202808375968653,3.3341890092706272,4.349806351381219,Setosa
1.0,0.33984917946411947,1.6161725242748126,3.0401934077287844,5.265828064034696,Setosa
1.0,0.11871913757706512,1.348871521037843,3.5736054044446077,4.6855924168433765,Setosa
1.0,0.29566093104446484,1.505955338770585,3.508523088094042,5.789416943521407,Setosa
1.0,0.30984570409654394,1.3731215732106477,3.121412231188556,4.980225921013892,Setosa
1.0,0.2197176850245322,1.689247428771191,3.2482389402377914,5.338551247127609,Setosa
1.0,0.08296710481078828,1.4248247893006873,2.411297809942617,5.542350132299065,Setosa
1.0,0.3710318198679364,1.623378782120692,3.6141786621102163,4.884004047286936,Setosa
1.0,0.2402642785114885,1.6618730586013446,3.7743011154291497,4.912209661565961,Setosa
1.0,0.35305863451631553,1.0660941592254245,3.5475488177745524,4.3512362358666845,Setosa
1.0,0.06455684355186034,1.328387113912485,3.4724685224970173,5.193120528989363,Setosa
